_measurement,_field,_time,_value_IU.ANMO.08.BHZ,_value_IU.ANMO.25.BHZ
acceleration,z,2024-05-10 13:25:55.933000+00:00,260317,258857
acceleration,z,2024-05-10 13:25:55.937000+00:00,259631,258196
acceleration,z,2024-05-10 13:25:55.941000+00:00,259229,257526
acceleration,z,2024-05-10 13:25:55.945000+00:00,258879,257332
acceleration,z,2024-05-10 13:25:55.949000+00:00,259066,257475
acceleration,z,2024-05-10 13:25:55.953000+00:00,259746,257788
acceleration,z,2024-05-10 13:25:55.957000+00:00,260211,258168
acceleration,z,2024-05-10 13:25:55.961000+00:00,260078,258637
acceleration,z,2024-05-10 13:25:55.965000+00:00,259556,258746
acceleration,z,2024-05-10 13:25:55.969000+00:00,259088,258300
acceleration,z,2024-05-10 13:25:55.973000+00:00,258739,257982
acceleration,z,2024-05-10 13:25:55.977000+00:00,258659,257980
acceleration,z,2024-05-10 13:25:55.981000+00:00,259376,258138
acceleration,z,2024-05-10 13:25:55.985000+00:00,260480,258453
acceleration,z,2024-05-10 13:25:55.989000+00:00,261237,258733
acceleration,z,2024-05-10 13:25:55.993000+00:00,261226,259088
acceleration,z,2024-05-10 13:25:55.997000+00:00,260531,258978
